0x803d30,Name value,Description value,Character Number,Class (support viewer only),Portrait (Zero is Default),Mini Portrait (Zero is Default),Affinity,Units Screen Priority,Level,Base HP,Base Strength,Base Magic,Base Skill,Base Speed,Base Defense,Base Resistance,Base Luck,Constitution Bonus,Sword Level,Lance Level,Axe Level,Bow Level,Staff Level,Anima Level,Light Level,Dark Level,HP Growth,Strength Growth,Magic Growth,Skill Growth,Speed Growth,Defense Growth,Magic Defense Growth,Luck Growth,SkillList Pointer,PersonalSkill,Ability,Character Ability 1,Character Ability 2,Character Ability 3,Character Ability 4,Supports Data Pointer,T1 Class,T1 Palette,T2 Class1,T2 Palette1,T2 Class2,T2 Palette2,T3 Class1,T3 Palette1,T3 Class2,T3 Palette2,T3 Class3,T3 Palette3,T3 Class4,T3 Palette4,EscapeQuoteText ID,***UNKNOWN***,***UNKNOWN*** (Zero),***UNKNOWN*** (Zero),***UNKNOWN*** (Zero),***UNKNOWN1*** (Zero),***UNKNOWN2*** (Zero),***UNKNOWN3*** (Zero),***UNKNOWN4*** (Zero),***UNKNOWN5*** (Zero)
0xB3,0x255,0x2b1,0xb3,0x5b,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xB4,0x255,0x2b1,0xb4,0x5c,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xB5,0x255,0x2b1,0xb5,0x5d,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xB6,0x255,0x2b1,0xb6,0x5e,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xB7,0x255,0x2b1,0xb7,0x5f,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xB8,0x255,0x2b1,0xb8,0x60,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xB9,0x255,0x2b1,0xb9,0x61,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xBA,0x256,0x2b1,0xba,0x62,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xBB,0x255,0x2b1,0xbb,0x63,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xBC,0x255,0x2b1,0xbc,0x64,0x0,0x4,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xBD,0x255,0x2b1,0xbd,0x65,0x0,0x1,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fomortiis,0x25a,0x2b2,0xbe,0x66,0x0,0x4,5,0x0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,20,0,30,35,15,15,25,0,0x0,NoAbility,0x0,0x80,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xBF,0x267,0x0,0xbf,0x41,0x0,0x0,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xC0,0x262,0x2ba,0xc0,0x13,0x0,0x2,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xC1,0x262,0x2ba,0xc1,0x5,0x0,0x2,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xC2,0x267,0x0,0xc2,0x41,0x0,0x0,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xC3,0x267,0x0,0xc3,0x41,0x0,0x0,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xC4,0x267,0x0,0xc4,0x41,0x0,0x0,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fado,0x25b,0x2b3,0xc5,0x27,0x51,0x0,1,0x0,5,13,8,0,6,8,2,12,10,3,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xC6,0x267,0x0,0xc6,0x41,0x0,0x0,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Hayden,0x25c,0x2b4,0xc7,0x73,0x52,0x0,7,0x0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mansel,0x25e,0x2b5,0xc8,0x7a,0x53,0x0,6,0x0,17,11,11,0,3,2,5,8,17,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Klimt,0x25d,0x2b6,0xc9,0x2b,0x54,0x0,7,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Dara,0x25f,0x2b7,0xca,0x2f,0x55,0x0,5,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Ismaire,0x260,0x2b8,0xcb,0x74,0x56,0x0,3,0x0,4,14,10,0,9,11,4,12,12,0,181,0,0,0,0,0,0,0,75,30,0,60,55,20,25,30,0,0x0,NoAbility,0x0,0x40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
PegasusMessenger,0x261,0x2b9,0xcc,0x48,0x69,0x0,3,0x0,1,3,2,0,2,5,0,2,7,0,0,31,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x40,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xCD,0x263,0x2bb,0xcd,0x9,0x0,0x2,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xCE,0x263,0x2bb,0xce,0x9,0x0,0x2,0,0x0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,50,45,25,25,20,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xCF,0x267,0x0,0xcf,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD0,0x267,0x0,0xd0,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD1,0x267,0x0,0xd1,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD2,0x267,0x0,0xd2,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD3,0x267,0x0,0xd3,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD4,0x267,0x0,0xd4,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD5,0x267,0x0,0xd5,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD6,0x267,0x0,0xd6,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD7,0x267,0x0,0xd7,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD8,0x267,0x0,0xd8,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xD9,0x267,0x0,0xd9,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xDA,0x267,0x0,0xda,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xDB,0x267,0x0,0xdb,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xDC,0x267,0x0,0xdc,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xDD,0x267,0x0,0xdd,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xDE,0x267,0x0,0xde,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xDF,0x267,0x0,0xdf,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE0,0x267,0x0,0xe0,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE1,0x267,0x0,0xe1,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE2,0x267,0x0,0xe2,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE3,0x267,0x0,0xe3,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE4,0x267,0x0,0xe4,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE5,0x267,0x0,0xe5,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE6,0x267,0x0,0xe6,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE7,0x267,0x0,0xe7,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE8,0x267,0x0,0xe8,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xE9,0x267,0x0,0xe9,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xEA,0x267,0x0,0xea,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xEB,0x267,0x0,0xeb,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xEC,0x267,0x0,0xec,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xED,0x267,0x0,0xed,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xEE,0x267,0x0,0xee,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xEF,0x267,0x0,0xef,0x41,0x0,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,NoAbility,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,HouseText,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
